query	pmid	title	journal	pubdate
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	32623279	SLIR: Synthesis, localization, inpainting, and registration for image-guided thermal ablation of liver tumors.	Medical image analysis	2020
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	32607740	Neuroimage-Based Consciousness Evaluation of Patients with Secondary Doubtful Hydrocephalus Before and After Lumbar Drainage.	Neuroscience bulletin	2020
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	32153349	Segmentation and Classification in Digital Pathology for Glioma Research: Challenges and Deep Learning Approaches.	Frontiers in neuroscience	2020
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	31557633	Adversarial learning for mono- or multi-modal registration.	Medical image analysis	2019
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	31098597	Deep Learning based Inter-Modality Image Registration Supervised by Intra-Modality Similarity.	Machine learning in medical imaging. MLMI (Workshop)	2018
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	30956568	Reconstruction in deep learning of highly under-sampled T2-weighted image with T1-weighted image.	Proceedings of the International Society for Magnetic Resonance in Medicine ... Scientific Meeting and Exhibition. International Society for Magnetic Resonance in Medicine. Scientific Meeting and Exhibition	2018
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	30906934	Ultra-Fast T2-Weighted MR Reconstruction Using Complementary T1-Weighted Information.	Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention	2018
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	30854517	Unpaired Deep Cross-Modality Synthesis with Fast Training.	Deep Learning in Medical Image Analysis and Multimodal Learning for Clinical Decision Support : 4th International Workshop, DLMIA 2018, and 8th International Workshop, ML-CDS 2018, held in conjunction with MICCAI 2018, Granada, Spain, S...	2018
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	30705340	Multi-Channel 3D Deep Feature Learning for Survival Time Prediction of Brain Tumor Patients Using Multi-Modal Neuroimages.	Scientific reports	2019
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	34085058	Pre-operative Overall Survival Time Prediction for Glioblastoma Patients Using Deep Learning on Both Imaging Phenotype and Genotype.	Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention	2019
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	30310362	Non-rigid Brain MRI Registration Using Two-stage Deep Perceptive Networks.	Proceedings of the International Society for Magnetic Resonance in Medicine ... Scientific Meeting and Exhibition. International Society for Magnetic Resonance in Medicine. Scientific Meeting and Exhibition	2018
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	30155788	Overall survival time prediction for high-grade glioma patients based on large-scale brain functional networks.	Brain imaging and behavior	2019
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	30009283	Medical Image Synthesis with Context-Aware Generative Adversarial Networks.	Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention	2017
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	29770368	Multi-label Inductive Matrix Completion for Joint MGMT and IDH1 Status Prediction for Glioma Patients.	Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention	2017
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	29702348	Exploring diagnosis and imaging biomarkers of Parkinson's disease via iterative canonical correlation analysis based feature selection.	Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society	2018
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	29674235	Deep embedding convolutional neural network for synthesizing CT image from T1-Weighted MR image.	Medical image analysis	2018
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	29480928	Interleaved 3D-CNNs for joint segmentation of small-volume structures in head and neck CT images.	Medical physics	2018
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	29457153	Sparse Multi-view Task-Centralized Learning for ASD Diagnosis.	Machine learning in medical imaging. MLMI (Workshop)	2017
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	29430573	Learning-Based Estimation of Functional Correlation Tensors in White Matter for Early Diagnosis of Mild Cognitive Impairment.	Patch-based techniques in medical imaging : third International Workshop, Patch-MI 2017, held in conjunction with MICCAI 2017, Quebec City, QC, Canada, September 14, 2017, Proceedings. Patch-MI (Workshop) (3rd : 2017 : Quebec, Quebec)	2017
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	29250613	Deformable Image Registration based on Similarity-Steered CNN Regression.	Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention	2017
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	29217875	Deep Auto-context Convolutional Neural Networks for Standard-Dose PET Image Estimation from Low-Dose PET/MRI.	Neurocomputing	2017
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	29062159	Brain Atlas Fusion from High-Thickness Diagnostic Magnetic Resonance Images by Learning-Based Super-Resolution.	Pattern recognition	2017
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	28819140	Enhancement of Perivascular Spaces in 7 T MR Image using Haar Transform of Non-local Cubes and Block-matching Filtering.	Scientific reports	2017
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	28729016	Learning-based structurally-guided construction of resting-state functional correlation tensors.	Magnetic resonance imaging	2017
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	28649677	Outcome Prediction for Patient with High-Grade Gliomas from Brain Functional and Structural Networks.	Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention	2016
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	28593202	Feature Selection Based on Iterative Canonical Correlation Analysis for Automatic Diagnosis of Parkinson's Disease.	Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention	2016
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	28345269	Multi-task diagnosis for autism spectrum disorders using multi-modality features: A multi-center study.	Human brain mapping	2017
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	30214831	A cybernetic eye for rare disease.	Nature biomedical engineering	2017
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	28133417	Concatenated Spatially-localized Random Forests for Hippocampus Labeling in Adult and Infant MR Brain Images.	Neurocomputing	2017
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	29594262	Multi-Atlas Based Segmentation of Brainstem Nuclei from MR Images by Deep Hyper-Graph Learning.	Patch-based techniques in medical imaging : Second International Workshop, Patch-MI 2016, held in conjunction with MICCAI 2016, Athens, Greece, October 17, 2016 : proceedings. Patch-MI (Workshop) (2nd : 2016 : Athens, Greece)	2016
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	26936703	Automatic labeling of MR brain images by hierarchical learning of atlas forests.	Medical physics	2016
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	26800361	eHUGS: Enhanced Hierarchical Unbiased Graph Shrinkage for Efficient Groupwise Registration.	PloS one	2016
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	26439938	Locally-constrained boundary regression for segmentation of prostate and rectum in the planning CT images.	Medical image analysis	2015
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	30294727	Image Super-Resolution by Supervised Adaption of Patchwise Self-similarity from High-Resolution Image.	Patch-based techniques in medical imaging : First International Workshop, Patch-MI 2015, held in conjunction with MICCAI 2015, Munich, Germany, October 9, 2015, revised selected papers. Patch-MI (Workshop) (1st : 2015 : Munich, Germany)	2015
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	26133617	Hierarchical and symmetric infant image registration by robust longitudinal-example-guided correspondence detection.	Medical physics	2015
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	25476412	Predict brain MR image registration via sparse learning of appearance and transformation.	Medical image analysis	2015
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	25451481	Improved image registration by sparse patch-based deformation estimation.	NeuroImage	2015
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	24753060	Multi-atlas based representations for Alzheimer's disease diagnosis.	Human brain mapping	2014
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	24579196	Unsupervised deep feature learning for deformable registration of MR brain images.	Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention	2013
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	24505805	Minimizing joint risk of mislabeling for iterative Patch-based label fusion.	Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention	2013
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	24315359	A generative probability model of joint label fusion for multi-atlas based brain segmentation.	Medical image analysis	2014
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	24293159	Diffusion tensor image registration using hybrid connectivity and tensor features.	Human brain mapping	2014
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	24055505	Hierarchical unbiased graph shrinkage (HUGS): a novel groupwise registration for large data set.	NeuroImage	2014
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	23464305	Estimating the 4D respiratory lung motion by spatiotemporal registration and super-resolution image reconstruction.	Medical physics	2013
(Shen Dinggang [AUTH] University of North Carolina [AFFL] OR Shen D [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	23283836	S-HAMMER: hierarchical attribute-guided, symmetric diffeomorphic registration for MR brain images.	Human brain mapping	2014
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	33046644	Swine acute diarrhea syndrome coronavirus replication in primary human cells reveals potential susceptibility to infection.	Proceedings of the National Academy of Sciences of the United States of America	2020
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	31233808	Broad spectrum antiviral remdesivir inhibits human endemic and zoonotic deltacoronaviruses with a highly divergent RNA dependent RNA polymerase.	Antiviral research	2019
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	29511076	Coronavirus Susceptibility to the Antiviral Remdesivir (GS-5734) Is Mediated by the Viral Polymerase and the Proofreading Exoribonuclease.	mBio	2018
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	29152578	Middle East Respiratory Syndrome Coronavirus Nonstructural Protein 16 Is Necessary for Interferon Resistance and Viral Pathogenesis.	mSphere	2017
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	28659436	Broad-spectrum antiviral GS-5734 inhibits both epidemic and zoonotic coronaviruses.	Science translational medicine	2017
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	26976607	SARS-like WIV1-CoV poised for human emergence.	Proceedings of the National Academy of Sciences of the United States of America	2016
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	24043791	Reverse genetics with a full-length infectious cDNA of the Middle East respiratory syndrome coronavirus.	Proceedings of the National Academy of Sciences of the United States of America	2013
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33046644	Swine acute diarrhea syndrome coronavirus replication in primary human cells reveals potential susceptibility to infection.	Proceedings of the National Academy of Sciences of the United States of America	2020
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	31924756	Comparative therapeutic efficacy of remdesivir and combination lopinavir, ritonavir, and interferon beta against MERS-CoV.	Nature communications	2020
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	29152578	Middle East Respiratory Syndrome Coronavirus Nonstructural Protein 16 Is Necessary for Interferon Resistance and Viral Pathogenesis.	mSphere	2017
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	28659436	Broad-spectrum antiviral GS-5734 inhibits both epidemic and zoonotic coronaviruses.	Science translational medicine	2017
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL])	31992186	Unlocking the transcriptomic potential of formalin-fixed paraffin embedded clinical tissues: comparison of gene expression profiling approaches.	BMC bioinformatics	2020
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL])	31924756	Comparative therapeutic efficacy of remdesivir and combination lopinavir, ritonavir, and interferon beta against MERS-CoV.	Nature communications	2020
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL])	29339515	MERS-CoV and H5N1 influenza virus antagonize antigen presentation by altering the epigenetic landscape.	Proceedings of the National Academy of Sciences of the United States of America	2018
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL])	24846384	Pathogenic influenza viruses and coronaviruses utilize similar and contrasting approaches to control interferon-stimulated gene responses.	mBio	2014
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL])	23365422	Release of severe acute respiratory syndrome coronavirus nuclear import block enhances host transcription in human lung cells.	Journal of virology	2013
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	34372702	Unfolded Protein Response Inhibition Reduces Middle East Respiratory Syndrome Coronavirus-Induced Acute Lung Injury.	mBio	2021
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	34051754	Hypergraph models of biological networks to identify genes critical to pathogenic viral response.	BMC bioinformatics	2021
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	31924756	Comparative therapeutic efficacy of remdesivir and combination lopinavir, ritonavir, and interferon beta against MERS-CoV.	Nature communications	2020
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	31578288	Small-Molecule Antiviral β-d-N4-Hydroxycytidine Inhibits a Proofreading-Intact Coronavirus with a High Genetic Barrier to Resistance.	Journal of virology	2019
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	31233808	Broad spectrum antiviral remdesivir inhibits human endemic and zoonotic deltacoronaviruses with a highly divergent RNA dependent RNA polymerase.	Antiviral research	2019
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	29511076	Coronavirus Susceptibility to the Antiviral Remdesivir (GS-5734) Is Mediated by the Viral Polymerase and the Proofreading Exoribonuclease.	mBio	2018
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	28659436	Broad-spectrum antiviral GS-5734 inhibits both epidemic and zoonotic coronaviruses.	Science translational medicine	2017
(Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	26976607	SARS-like WIV1-CoV poised for human emergence.	Proceedings of the National Academy of Sciences of the United States of America	2016
(Sullivan Patrick [AUTH] University of North Carolina [AFFL] OR Sullivan P [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	33483629	Author Correction: The effect of LRRK2 loss-of-function variants in humans.	Nature medicine	2021
(Sullivan Patrick [AUTH] University of North Carolina [AFFL] OR Sullivan P [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	32461697	The effect of LRRK2 loss-of-function variants in humans.	Nature medicine	2020
(Sullivan Patrick [AUTH] University of North Carolina [AFFL] OR Sullivan P [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	28991256	Genome-wide association analysis identifies 30 new susceptibility loci for schizophrenia.	Nature genetics	2017
(Sullivan Patrick [AUTH] University of North Carolina [AFFL] OR Sullivan P [AUTH] University of North Carolina [AFFL]) AND (Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL])	24728292	Heritability and genomics of gene expression in peripheral blood.	Nature genetics	2014
(Wang Qi [AUTH] University of North Carolina [AFFL] OR Wang Q [AUTH] University of North Carolina [AFFL]) AND (Deng Yehao [AUTH] University of North Carolina [AFFL] OR Deng Y [AUTH] University of North Carolina [AFFL])	31822670	Efficient sky-blue perovskite light-emitting diodes via photoluminescence enhancement.	Nature communications	2019
